group,alphabet,seed_to_target,seed_n,target_n,boundary_signature,seeds_in_signature,signature_rate_NW,signature_rate_NE,signature_rate_SW,signature_rate_SE,signature_rate_CENTER,signature_rate_ALL_CORNERS,signature_rate_ANY_EDGE,signature_rate_ANY_OFFSET
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,2|R:0,1,2|B:0,0,1|L:3,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,2|R:0,1,2|B:0,1,1|L:0,3,2",1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,2|R:0,1,2|B:1,1,1|L:0,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,2|R:0,2,0|B:1,1,1|L:0,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,2|R:1,2,3|B:1,1,2|L:0,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,0,0|B:2,4,2|L:3,1,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,0,0|B:4,4,2|L:3,1,1",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,0,1|B:2,4,4|L:3,1,3",1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,0,1|B:4,4,4|L:3,1,1",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,0,2|B:0,0,0|L:3,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,0,2|B:0,1,0|L:0,3,2",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,0,2|B:1,1,0|L:0,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,1,2|B:0,0,1|L:3,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,1,2|B:0,1,1|L:0,3,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,1,2|B:1,1,1|L:0,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,2,3|R:3,2,0|B:1,1,1|L:0,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:0,3,0|B:1,4,2|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:0,3,0|B:2,2,2|L:3,3,0",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:0,3,0|B:3,2,2|L:3,3,3",1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:0,3,1|B:1,4,4|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:0,3,1|B:2,2,4|L:3,3,0",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:0,3,1|B:3,2,4|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:1,3,0|B:1,4,2|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:1,3,0|B:2,2,2|L:3,3,0",1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:1,3,0|B:3,2,2|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:1,3,1|B:1,4,4|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:1,3,1|B:2,2,4|L:3,3,0",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:1,3,1|B:3,2,4|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:3,3,0|B:2,2,2|L:3,3,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:3,3,0|B:2,4,2|L:3,0,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:3,3,0|B:4,4,2|L:3,0,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:3,3,1|B:2,2,4|L:3,3,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:3,3,1|B:2,4,4|L:3,0,3",1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:3,3,1|B:4,4,4|L:3,0,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,1|R:3,3,2|B:0,0,0|L:3,0,2",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,0,0|B:2,2,2|L:3,3,1",1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,0,0|B:2,4,2|L:3,0,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,0,0|B:4,4,2|L:3,0,1",1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,0,1|B:2,2,4|L:3,3,1",1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,0,1|B:2,4,4|L:3,0,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,0,1|B:4,4,4|L:3,0,1",1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,0,2|B:0,0,0|L:3,0,2",1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:1,3,2|R:1,1,2|B:0,0,1|L:3,0,2",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,0|R:0,0,3|B:2,2,2|L:1,1,3",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,0|R:0,0,3|B:4,2,2|L:1,1,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,0|R:0,1,3|B:2,2,2|L:1,1,3",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,0|R:0,1,3|B:4,2,2|L:1,1,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,0|R:0,3,3|B:2,4,2|L:1,1,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,0|R:0,3,3|B:4,4,2|L:1,1,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,1|R:3,1,0|B:2,4,2|L:1,1,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,1|R:3,1,0|B:4,4,2|L:1,1,1",1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,1|R:3,1,1|B:2,4,4|L:1,1,3",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,1|R:3,1,1|B:4,4,4|L:1,1,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,0,1|R:3,1,2|B:0,0,0|L:1,1,2",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:0,3,0|B:2,4,2|L:1,3,3",1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:0,3,0|B:4,4,2|L:1,3,1",1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:0,3,1|B:2,4,4|L:1,3,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:0,3,1|B:4,4,4|L:1,3,1",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:0,3,2|B:0,0,0|L:1,3,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:0,3,2|B:1,0,0|L:1,1,2",1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:1,3,0|B:2,4,2|L:1,3,3",1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:1,3,0|B:4,4,2|L:1,3,1",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:1,3,1|B:2,4,4|L:1,3,3",1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:1,3,1|B:4,4,4|L:1,3,1",1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:1,3,2|B:0,0,0|L:1,3,2",1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:1,3,2|B:1,0,0|L:1,1,2",1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:3,3,2|B:0,1,0|L:1,3,2",1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,1|R:3,3,2|B:1,1,0|L:1,1,2",1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,2|R:1,0,2|B:0,1,0|L:1,3,2",1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,2|R:1,0,2|B:1,1,0|L:1,1,2",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,2|R:1,1,2|B:0,1,1|L:1,3,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,2|R:1,1,2|B:1,1,1|L:1,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,1,2|R:1,2,0|B:1,1,1|L:1,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,0|R:0,3,0|B:2,4,2|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,0|R:0,3,0|B:4,4,2|L:3,3,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,0|R:0,3,1|B:2,4,4|L:3,3,3",1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,0|R:0,3,1|B:4,4,4|L:3,3,1",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,0|R:0,3,2|B:0,0,0|L:3,3,2",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,0|R:0,3,2|B:1,0,0|L:3,1,2",1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,1|R:3,0,2|B:0,1,0|L:3,3,2",1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,1|R:3,0,2|B:1,1,0|L:3,1,2",1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,1|R:3,1,2|B:0,1,1|L:3,3,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,1|R:3,1,2|B:1,1,1|L:3,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,1|R:3,2,0|B:1,1,1|L:1,2,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,1|R:3,2,0|B:1,1,1|L:3,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:0,2,0|B:2,1,1|L:1,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:0,2,0|B:3,1,1|L:1,2,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,0|B:1,2,1|L:1,2,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,0|B:1,2,1|L:3,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,0|B:2,3,1|L:1,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,0|B:3,3,1|L:1,2,3",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,1|B:1,2,1|L:1,2,3",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,1|B:1,2,1|L:3,2,0",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,1|B:2,3,1|L:1,2,0",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,1|B:3,3,1|L:1,2,3",1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,3|B:1,2,3|L:1,2,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,3|B:1,2,3|L:3,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,3|B:2,1,2|L:1,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,3|B:2,3,3|L:1,2,0",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,3|B:3,1,2|L:1,2,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:1,2,3|B:3,3,3|L:1,2,3",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,0|B:1,2,1|L:2,0,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,0|B:2,3,1|L:2,0,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,0|B:3,3,1|L:2,0,3",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,1|B:1,2,1|L:2,0,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,1|B:2,3,1|L:2,0,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,1|B:3,3,1|L:2,0,3",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,3|B:1,2,3|L:2,0,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,3|B:2,1,2|L:2,0,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,3|B:2,3,3|L:2,0,0",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,3|B:3,1,2|L:2,0,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,2|R:2,0,3|B:3,3,3|L:2,0,3",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,3|R:3,2,0|B:2,1,1|L:1,2,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,3|R:3,2,0|B:3,1,1|L:1,2,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,4|R:2,3,0|B:2,1,2|L:2,0,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,4|R:2,3,0|B:3,1,2|L:2,0,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,4|R:2,3,1|B:1,2,2|L:2,0,3",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,4|R:2,3,1|B:2,1,4|L:2,0,0",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,4|R:2,3,1|B:2,3,2|L:2,0,0",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,4|R:2,3,1|B:3,1,4|L:2,0,3",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,2,4|R:2,3,1|B:3,3,2|L:2,0,3",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:0,3,0|B:2,4,2|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:0,3,0|B:4,4,2|L:3,3,1",1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:0,3,1|B:2,4,4|L:3,3,3",1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:0,3,1|B:4,4,4|L:3,3,1",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:0,3,2|B:0,0,0|L:3,3,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:0,3,2|B:1,0,0|L:3,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:1,3,0|B:2,4,2|L:3,3,3",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:1,3,0|B:4,4,2|L:3,3,1",1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:1,3,1|B:2,4,4|L:3,3,3",1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:1,3,1|B:4,4,4|L:3,3,1",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:1,3,2|B:0,0,0|L:3,3,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:1,3,2|B:1,0,0|L:3,1,2",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
limit_target_6_G3_G4,G3_Jeandel_Rao_11,3->6,3,6,"T:2,3,1|R:3,3,2|B:0,1,0|L:3,3,2",1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
